Date,Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement
3/31/2023,Data Analyst,Fitelo,"Sahibzada Ajit Singh Nagar, Punjab, India",On-site,201-500 employees,"13,245 followers",2 months ago                                  Over 200 applicants,"Health, Wellness & Fitness",Full-time · Entry level
3/31/2023,Data Analyst (2),ITI Data,"Ramban, Jammu & Kashmir, India",Hybrid,201-500 employees,"6,754 followers",5 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,932 followers",2 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Lead I - Data Analysis,UST,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","821,736 followers",134 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Data Scientist (Engineer II, Software Analyst)",Xerox,"Kochi, Kerala, India",On-site,"10,001+ employees","923,251 followers",37 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,In-Business Credit Risk Quality Assurance Data Analyst for Wealth Management,Citi,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","4,045,627 followers",44 applicants,Financial Services,Full-time
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,932 followers",4 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Associate II - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,736 followers",8 hours ago                                  Over 200 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst(Power BI)- Nextracker,Alp Consulting Ltd.,"Karnataka, India",Hybrid,"1,001-5,000 employees","103,331 followers",36 applicants,Staffing & Recruiting,Full-time · Mid-Senior level
3/31/2023,"Principal, Data Scientist",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,746 followers",59 applicants,Financial Services,Full-time
3/31/2023,Business Intelligence Senior Specialist,NTT DATA Services,"Hyderabad, Telangana, India",On-site,"10,001+ employees","487,175 followers",31 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Vision Unlimited,"Chandigarh, Chandigarh, India",On-site,11-50 employees,"2,564 followers",113 applicants,Human Resources,Full-time · Entry level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","2,160,932 followers",7 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst Intern,Merkle Science,"Bengaluru, Karnataka, India",Hybrid,11-50 employees,"16,044 followers",4 days ago                                  Over 200 applicants,Computer Software,Internship · Mid-Senior level
3/31/2023,Sr. Data Analyst,Presto,India,Remote,201-500 employees,"13,393 followers",2 weeks ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,"Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Maharashtra, India",On-site,"10,001+ employees","497,747 followers",194 applicants,Financial Services,Full-time
3/31/2023,Senior Data Analyst,Alp Consulting Ltd.,"Tamil Nadu, India",Hybrid,"1,001-5,000 employees","103,331 followers",8 applicants,Staffing & Recruiting,Full-time · Mid-Senior level
3/31/2023,Jr. Power BI,Tamcherry - Zaportiv,"Navi Mumbai, Maharashtra, India",Hybrid,11-50 employees,"19,983 followers",1 month ago                                  Over 200 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst,Excellence and Eminence LLP,"Bengaluru North, Karnataka, India",On-site,11-50 employees,"1,263 followers",61 applicants,Professional Training & Coaching,Full-time · Mid-Senior level
3/31/2023,EA_P&U_Data Analyst (P&U OT)_Staff,EY,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","7,367,474 followers",68 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Business & Data Analyst,LG Ad Solutions,"Bengaluru, Karnataka, India",On-site,201-500 employees,"12,134 followers",107 applicants,Marketing & Advertising,Full-time · Mid-Senior level
3/31/2023,Data Analyst,AECOM,"Bengaluru East, Karnataka, India",Hybrid,"10,001+ employees","1,650,468 followers",2 months ago                                  Over 200 applicants,Civil Engineering,Full-time · Entry level
3/31/2023,Lead Data Analyst - Transactions,S&P Global,"Gurgaon, Haryana, India",On-site,"10,001+ employees","353,972 followers",38 applicants,Financial Services,Full-time
3/31/2023,Data Analyst - Training Program  Only for Women,Derisk360,India,Remote,11-50 employees,"15,632 followers",1 day ago                                  Over 200 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","497,747 followers",12 applicants,Financial Services,Full-time
3/31/2023,Senior Data Analyst/Data Modellers,EPAM Systems,"Pune, Maharashtra, India",Remote,"10,001+ employees","861,892 followers",184 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Data Analyst & Campaign Operations,DBS Bank,Mumbai Metropolitan Region,On-site,"10,001+ employees","819,892 followers",124 applicants,Banking,Full-time
3/31/2023,Data Researcher I,S&P Global,"Ahmedabad, Gujarat, India",On-site,"10,001+ employees","353,972 followers",2 weeks ago                                  Over 200 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Etraveli Group,"Mumbai, Maharashtra, India",On-site,"1,001-5,000 employees","57,196 followers",2 weeks ago                                  Over 200 applicants,Internet,Full-time
3/31/2023,Data Analyst,Parity Cube Pvt. Ltd.,"Mumbai, Maharashtra, India",On-site,51-200 employees,"11,345 followers",2 weeks ago                                  Over 200 applicants,Internet,Full-time · Entry level
3/31/2023,Data Analyst - Big Data/Python,Emproto Technologies,"Chennai, Tamil Nadu, India",On-site,51-200 employees,"5,550 followers",122 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Sr. Analyst, Analytics and Data Science",TransUnion,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","322,097 followers",47 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Payroll Transformation Data Analyst,Arrow Electronics,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","266,684 followers",63 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Business Analyst - Power BI/Tableau,Bluetick Consultants,"Bengaluru, Karnataka, India",On-site,11-50 employees,"3,904 followers",2 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Ref Data Mgmt Analyst 1 - C09,Citi,"Pune, Maharashtra, India",On-site,"10,001+ employees","4,045,632 followers",69 applicants,Financial Services,Full-time
3/31/2023,Lead II - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,736 followers",56 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Web Analyst,Decathlon Sports India,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","222,670 followers",2 weeks ago                                  Over 200 applicants,Retail,Full-time · Mid-Senior level
3/31/2023,Lead Data Analyst,Blinkit,"Gurgaon, Haryana, India",On-site,"1,001-5,000 employees","415,224 followers",157 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Lead Data Analyst,Innovaccer,"Noida, Uttar Pradesh, India",On-site,"1,001-5,000 employees","102,989 followers",172 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst - PowerBI,Cubic Corporation,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","57,119 followers",1 month ago                                  Over 200 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,747 followers",157 applicants,Financial Services,Full-time
3/31/2023,Payroll Transformation Data Analyst,Arrow Electronics,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","266,684 followers",63 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Lead I - Data Analysis,UST,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","821,736 followers",134 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Lead II - Data Analysis,UST,"Thiruvananthapuram, Kerala, India",On-site,"10,001+ employees","821,736 followers",56 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Analytics Consultant,Wells Fargo,"Hyderabad, Telangana, India",On-site,"10,001+ employees","2,160,940 followers",2 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Data Analyst - Big Data/Python,Emproto Technologies,"Hyderabad, Telangana, India",On-site,51-200 employees,"5,550 followers",80 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Digital Analytics Analyst, 2-1",Bread Financial,"Karnataka, India",On-site,"5,001-10,000 employees","77,366 followers",26 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,"Analyst, Consumer - Insights APAC",Guidepoint,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","120,622 followers",57 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,Principal - Quantitative Analysis (Data Analytics/Statistical Analysis ),Gartner,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","1,538,221 followers",,Information Services,Full-time
3/31/2023,Lead Quantitative Analytics Specialist,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,941 followers",1 applicant,Financial Services,Full-time · Mid-Senior level
3/31/2023,EA_P&U_Data Analyst (P&U OT)_Staff,EY,"Kanayannur, Kerala, India",On-site,"10,001+ employees","7,367,485 followers",70 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Data Analyst - Training Program  Only for Women,Derisk360,India,Remote,11-50 employees,"15,632 followers",1 day ago                                  Over 200 applicants,Information Services,Full-time · Mid-Senior level
3/31/2023,In-Business Credit Risk Quality Assurance Data Analyst for Wealth Management,Citi,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","4,045,641 followers",14 applicants,Financial Services,Full-time
3/31/2023,Data Analyst,Alp Consulting Ltd.,"Karnataka, India",Hybrid,"1,001-5,000 employees","103,332 followers",40 applicants,Staffing & Recruiting,Full-time · Entry level
3/31/2023,Business Intelligence Senior Specialist,NTT DATA Services,"Hyderabad, Telangana, India",On-site,"10,001+ employees","487,175 followers",31 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Data Scientist_Aastha,CodersBrain,"Bengaluru North, Karnataka, India",On-site,201-500 employees,"58,837 followers",6 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,"Experienced Associate, Forensic Data & Analytics",BDO RISE Private Limited,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","51,871 followers",3 weeks ago                                  Over 200 applicants,Accounting,Full-time · Mid-Senior level
3/31/2023,Biostatistician PhD - Home based,Emmes,India,Remote,"1,001-5,000 employees","19,019 followers",1 week ago                                  Over 200 applicants,Research,Full-time · Mid-Senior level
3/31/2023,Data Analyst,twid,"Bengaluru, Karnataka, India",On-site,11-50 employees,"11,895 followers",1 week ago                                  Over 200 applicants,Internet,Full-time · Associate
3/31/2023,Data analyst_Dream hiring,CodersBrain,"Bengaluru, Karnataka, India",Remote,201-500 employees,"58,837 followers",58 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Lead Data Analyst,Innovaccer,"Noida, Uttar Pradesh, India",On-site,"1,001-5,000 employees","102,989 followers",172 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Project/ Consultant - Data Analyst / Data Engineer / Data Scientist- NA Infra,Arcadis,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","849,849 followers",2 weeks ago                                  Over 200 applicants,Civil Engineering,Full-time · Mid-Senior level
3/31/2023,"Senior Analyst, Data Management & Quantitative Analysis",BNY Mellon,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","497,747 followers",5 applicants,Financial Services,Full-time
3/31/2023,Power BI,Eton Solutions LP,"Bangalore Urban, Karnataka, India",On-site,201-500 employees,"42,049 followers",1 week ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,"Intermediate Representative, Data Management & Quantitative Analysis",BNY Mellon,"Pune, Maharashtra, India",On-site,"10,001+ employees","497,747 followers",21 applicants,Financial Services,Full-time
3/31/2023,Data Analyst (Tableau),SA Technologies Inc.,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","50,755 followers",126 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Verbatim analyst,YouGov,"Bengaluru, Karnataka, India",On-site,"1,001-5,000 employees","361,261 followers",91 applicants,Market Research,Full-time · Executive
3/31/2023,Associate Analyst - BI,Ivy,"Hyderabad, Telangana, India",On-site,"1,001-5,000 employees","48,241 followers",2 months ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Senior Data Analyst - R/Python,Codeyoung,"Bengaluru, Karnataka, India",On-site,201-500 employees,"16,724 followers",54 applicants,E-learning,Full-time · Mid-Senior level
3/31/2023,Data Analyst/Business Analyst (R23006158),Citi,"Pune, Maharashtra, India",On-site,"10,001+ employees","4,045,643 followers",1 month ago                                  Over 200 applicants,Financial Services,Full-time
3/31/2023,Analytics Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,946 followers",28 applicants,Financial Services,Full-time · Associate
